MOS-SOCO2011_27_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 5.24e+02, 5.35e+02, 5.29e+02, 5.18e+02, 5.39e+02, 5.28e+02, 5.64e+02, 5.51e+02, 5.35e+02, 5.65e+02, 5.22e+02, 5.48e+02, 5.16e+02, 5.55e+02, 5.21e+02, 5.24e+02, 5.59e+02, 5.12e+02, 5.55e+02, 5.14e+02, 5.17e+02, 5.42e+02, 5.36e+02, 5.40e+02, 5.33e+02, 5.28e+02, 5.48e+02, 5.23e+02, 5.49e+02, 5.16e+02, 5.32e+02, 5.28e+02, 5.37e+02, 5.49e+02, 5.29e+02, 5.46e+02, 5.34e+02, 5.33e+02, 5.29e+02, 5.36e+02, 5.35e+02, 5.17e+02, 5.13e+02, 5.48e+02, 5.52e+02, 5.56e+02, 5.58e+02, 5.63e+02, 5.32e+02, 5.26e+02, 5.04e+02
Function error values when FEs = 6000 , 5.23e+02, 5.32e+02, 5.26e+02, 5.17e+02, 5.39e+02, 5.27e+02, 5.64e+02, 5.51e+02, 5.34e+02, 5.65e+02, 5.21e+02, 5.43e+02, 5.15e+02, 5.54e+02, 5.20e+02, 5.17e+02, 5.59e+02, 5.12e+02, 5.49e+02, 5.12e+02, 5.16e+02, 5.41e+02, 5.34e+02, 5.40e+02, 5.32e+02, 5.27e+02, 5.43e+02, 5.22e+02, 5.43e+02, 5.14e+02, 5.28e+02, 5.27e+02, 5.36e+02, 5.49e+02, 5.27e+02, 5.46e+02, 5.34e+02, 5.31e+02, 5.28e+02, 5.34e+02, 5.34e+02, 5.10e+02, 5.11e+02, 5.45e+02, 5.52e+02, 5.46e+02, 5.58e+02, 5.55e+02, 5.32e+02, 5.25e+02, 5.03e+02
Function error values when FEs = 9000 , 5.23e+02, 5.32e+02, 5.26e+02, 5.17e+02, 5.37e+02, 5.27e+02, 5.57e+02, 5.46e+02, 5.34e+02, 5.50e+02, 5.21e+02, 5.31e+02, 5.15e+02, 5.52e+02, 5.20e+02, 5.17e+02, 5.48e+02, 5.12e+02, 5.37e+02, 5.12e+02, 5.16e+02, 5.41e+02, 5.34e+02, 5.40e+02, 5.32e+02, 5.27e+02, 5.30e+02, 5.22e+02, 5.39e+02, 5.14e+02, 5.28e+02, 5.27e+02, 5.36e+02, 5.49e+02, 5.27e+02, 5.39e+02, 5.34e+02, 5.31e+02, 5.28e+02, 5.28e+02, 5.28e+02, 5.10e+02, 5.11e+02, 5.45e+02, 5.44e+02, 5.43e+02, 5.53e+02, 5.47e+02, 5.32e+02, 5.25e+02, 5.03e+02
Function error values when FEs = 15000 , 5.23e+02, 5.25e+02, 5.26e+02, 5.17e+02, 5.35e+02, 5.26e+02, 5.32e+02, 5.33e+02, 5.34e+02, 5.39e+02, 5.21e+02, 5.21e+02, 5.15e+02, 5.49e+02, 5.20e+02, 5.17e+02, 5.41e+02, 5.12e+02, 5.28e+02, 5.12e+02, 5.16e+02, 5.38e+02, 5.34e+02, 5.40e+02, 5.32e+02, 5.27e+02, 5.24e+02, 5.22e+02, 5.29e+02, 5.14e+02, 5.28e+02, 5.27e+02, 5.34e+02, 5.49e+02, 5.25e+02, 5.19e+02, 5.34e+02, 5.27e+02, 5.27e+02, 5.24e+02, 5.23e+02, 5.10e+02, 5.11e+02, 5.45e+02, 5.32e+02, 5.24e+02, 5.43e+02, 5.36e+02, 5.32e+02, 5.25e+02, 5.03e+02
Function error values when FEs = 30000 , 5.23e+02, 5.21e+02, 5.26e+02, 5.17e+02, 5.30e+02, 5.22e+02, 5.24e+02, 5.27e+02, 5.27e+02, 5.33e+02, 5.17e+02, 5.13e+02, 5.15e+02, 5.34e+02, 5.20e+02, 5.17e+02, 5.30e+02, 5.12e+02, 5.19e+02, 5.12e+02, 5.16e+02, 5.18e+02, 5.26e+02, 5.29e+02, 5.25e+02, 5.27e+02, 5.09e+02, 5.22e+02, 5.26e+02, 5.14e+02, 5.14e+02, 5.27e+02, 5.26e+02, 5.22e+02, 5.19e+02, 5.17e+02, 5.25e+02, 5.20e+02, 5.24e+02, 5.18e+02, 5.19e+02, 5.10e+02, 5.11e+02, 5.28e+02, 5.19e+02, 5.23e+02, 5.30e+02, 5.31e+02, 5.30e+02, 5.25e+02, 5.03e+02
Function error values when FEs = 60000 , 5.23e+02, 5.14e+02, 5.26e+02, 5.16e+02, 5.24e+02, 5.20e+02, 5.16e+02, 5.24e+02, 5.21e+02, 5.24e+02, 5.15e+02, 5.12e+02, 5.12e+02, 5.27e+02, 5.18e+02, 5.15e+02, 5.27e+02, 5.12e+02, 5.15e+02, 5.09e+02, 5.16e+02, 5.13e+02, 5.21e+02, 5.24e+02, 5.19e+02, 5.18e+02, 5.06e+02, 5.21e+02, 5.23e+02, 5.14e+02, 5.12e+02, 5.27e+02, 5.21e+02, 5.18e+02, 5.14e+02, 5.13e+02, 5.23e+02, 5.19e+02, 5.21e+02, 5.12e+02, 5.18e+02, 5.09e+02, 5.11e+02, 5.28e+02, 5.19e+02, 5.17e+02, 5.20e+02, 5.26e+02, 5.24e+02, 5.13e+02, 5.03e+02
Function error values when FEs = 90000 , 5.23e+02, 5.13e+02, 5.26e+02, 5.15e+02, 5.23e+02, 5.19e+02, 5.15e+02, 5.24e+02, 5.18e+02, 5.22e+02, 5.15e+02, 5.05e+02, 5.08e+02, 5.25e+02, 5.18e+02, 5.14e+02, 5.23e+02, 5.12e+02, 5.15e+02, 5.09e+02, 5.16e+02, 5.11e+02, 5.21e+02, 5.23e+02, 5.18e+02, 5.18e+02, 5.06e+02, 5.18e+02, 5.22e+02, 5.14e+02, 5.12e+02, 5.27e+02, 5.19e+02, 5.18e+02, 5.13e+02, 5.13e+02, 5.22e+02, 5.18e+02, 5.20e+02, 5.11e+02, 5.17e+02, 5.09e+02, 5.11e+02, 5.25e+02, 5.18e+02, 5.17e+02, 5.18e+02, 5.26e+02, 5.24e+02, 5.13e+02, 5.03e+02
Function error values when FEs = 120000 , 5.17e+02, 5.13e+02, 5.26e+02, 5.15e+02, 5.22e+02, 5.19e+02, 5.14e+02, 5.23e+02, 5.16e+02, 5.21e+02, 5.15e+02, 5.05e+02, 5.07e+02, 5.24e+02, 5.18e+02, 5.14e+02, 5.23e+02, 5.12e+02, 5.15e+02, 5.09e+02, 5.16e+02, 5.11e+02, 5.19e+02, 5.18e+02, 5.18e+02, 5.18e+02, 5.06e+02, 5.13e+02, 5.22e+02, 5.14e+02, 5.12e+02, 5.27e+02, 5.18e+02, 5.18e+02, 5.13e+02, 5.13e+02, 5.22e+02, 5.18e+02, 5.20e+02, 5.11e+02, 5.16e+02, 5.09e+02, 5.11e+02, 5.25e+02, 5.18e+02, 5.17e+02, 5.17e+02, 5.26e+02, 5.24e+02, 5.13e+02, 5.03e+02
Function error values when FEs = 150000 , 5.17e+02, 5.13e+02, 5.26e+02, 5.15e+02, 5.20e+02, 5.19e+02, 5.13e+02, 5.23e+02, 5.15e+02, 5.21e+02, 5.15e+02, 5.05e+02, 5.07e+02, 5.22e+02, 5.18e+02, 5.14e+02, 5.22e+02, 5.12e+02, 5.15e+02, 5.09e+02, 5.16e+02, 5.10e+02, 5.19e+02, 5.18e+02, 5.18e+02, 5.18e+02, 5.06e+02, 5.13e+02, 5.22e+02, 5.14e+02, 5.12e+02, 5.27e+02, 5.16e+02, 5.18e+02, 5.13e+02, 5.13e+02, 5.22e+02, 5.18e+02, 5.20e+02, 5.10e+02, 5.16e+02, 5.09e+02, 5.11e+02, 5.25e+02, 5.18e+02, 5.17e+02, 5.17e+02, 5.26e+02, 5.23e+02, 5.13e+02, 5.03e+02
Function error values when FEs = 180000 , 5.17e+02, 5.12e+02, 5.26e+02, 5.15e+02, 5.19e+02, 5.19e+02, 5.11e+02, 5.23e+02, 5.14e+02, 5.21e+02, 5.15e+02, 5.05e+02, 5.07e+02, 5.21e+02, 5.18e+02, 5.14e+02, 5.22e+02, 5.12e+02, 5.15e+02, 5.09e+02, 5.16e+02, 5.10e+02, 5.19e+02, 5.18e+02, 5.18e+02, 5.18e+02, 5.06e+02, 5.13e+02, 5.19e+02, 5.14e+02, 5.12e+02, 5.27e+02, 5.16e+02, 5.18e+02, 5.12e+02, 5.13e+02, 5.22e+02, 5.17e+02, 5.20e+02, 5.10e+02, 5.16e+02, 5.09e+02, 5.11e+02, 5.25e+02, 5.18e+02, 5.17e+02, 5.17e+02, 5.26e+02, 5.22e+02, 5.13e+02, 5.03e+02
