MOS-SOCO2011_25_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 6.85e+02, 6.65e+02, 6.34e+02, 6.94e+02, 6.49e+02, 6.53e+02, 6.34e+02, 7.15e+02, 6.54e+02, 6.48e+02, 6.95e+02, 6.35e+02, 6.84e+02, 6.71e+02, 7.92e+02, 7.51e+02, 6.46e+02, 6.19e+02, 6.99e+02, 8.31e+02, 6.21e+02, 5.96e+02, 6.98e+02, 7.05e+02, 7.14e+02, 6.83e+02, 5.83e+02, 6.55e+02, 7.42e+02, 7.13e+02, 7.13e+02, 6.04e+02, 6.78e+02, 7.54e+02, 7.78e+02, 6.64e+02, 6.39e+02, 6.26e+02, 6.73e+02, 6.67e+02, 6.82e+02, 7.11e+02, 6.53e+02, 6.77e+02, 6.43e+02, 9.20e+02, 6.94e+02, 6.16e+02, 6.78e+02, 6.19e+02, 6.95e+02
Function error values when FEs = 10000 , 6.01e+02, 5.57e+02, 5.77e+02, 5.90e+02, 5.46e+02, 5.45e+02, 5.53e+02, 5.67e+02, 5.65e+02, 5.51e+02, 5.34e+02, 5.54e+02, 5.69e+02, 5.62e+02, 5.83e+02, 5.30e+02, 5.75e+02, 5.21e+02, 5.52e+02, 6.02e+02, 5.06e+02, 5.46e+02, 5.75e+02, 4.84e+02, 5.69e+02, 5.57e+02, 5.22e+02, 5.79e+02, 6.26e+02, 5.67e+02, 5.55e+02, 5.56e+02, 5.77e+02, 5.81e+02, 5.40e+02, 5.74e+02, 5.31e+02, 5.87e+02, 5.86e+02, 5.34e+02, 6.07e+02, 5.34e+02, 5.36e+02, 5.42e+02, 5.76e+02, 5.85e+02, 5.56e+02, 5.20e+02, 5.75e+02, 5.64e+02, 5.64e+02
Function error values when FEs = 15000 , 5.60e+02, 5.25e+02, 5.75e+02, 5.77e+02, 5.28e+02, 5.27e+02, 5.49e+02, 5.31e+02, 5.55e+02, 5.31e+02, 5.16e+02, 5.52e+02, 5.39e+02, 5.41e+02, 5.82e+02, 5.22e+02, 5.14e+02, 5.21e+02, 5.45e+02, 5.93e+02, 4.84e+02, 5.41e+02, 5.73e+02, 4.82e+02, 5.29e+02, 5.54e+02, 4.93e+02, 5.49e+02, 6.11e+02, 5.64e+02, 4.93e+02, 5.55e+02, 5.75e+02, 5.75e+02, 5.30e+02, 5.51e+02, 5.28e+02, 5.83e+02, 5.76e+02, 5.19e+02, 5.79e+02, 5.20e+02, 5.26e+02, 5.34e+02, 5.72e+02, 5.80e+02, 5.28e+02, 5.14e+02, 5.74e+02, 5.63e+02, 5.63e+02
Function error values when FEs = 25000 , 5.05e+02, 5.25e+02, 5.75e+02, 5.67e+02, 5.27e+02, 5.27e+02, 5.48e+02, 5.27e+02, 5.54e+02, 5.29e+02, 4.82e+02, 5.52e+02, 5.39e+02, 5.29e+02, 5.82e+02, 5.21e+02, 5.12e+02, 5.20e+02, 5.45e+02, 5.75e+02, 4.61e+02, 5.40e+02, 5.73e+02, 4.82e+02, 5.28e+02, 5.54e+02, 4.92e+02, 5.47e+02, 5.33e+02, 5.64e+02, 4.81e+02, 5.55e+02, 5.74e+02, 5.74e+02, 4.91e+02, 5.44e+02, 5.28e+02, 5.83e+02, 5.75e+02, 4.83e+02, 5.77e+02, 5.18e+02, 4.87e+02, 5.34e+02, 5.70e+02, 5.80e+02, 5.21e+02, 5.13e+02, 5.74e+02, 5.63e+02, 5.63e+02
Function error values when FEs = 50000 , 4.88e+02, 5.25e+02, 5.75e+02, 5.12e+02, 5.27e+02, 5.27e+02, 5.48e+02, 5.27e+02, 5.54e+02, 5.29e+02, 4.80e+02, 5.52e+02, 5.39e+02, 5.29e+02, 5.82e+02, 5.21e+02, 5.12e+02, 5.20e+02, 5.45e+02, 5.74e+02, 4.60e+02, 5.40e+02, 5.73e+02, 4.82e+02, 5.28e+02, 5.54e+02, 4.92e+02, 5.47e+02, 5.31e+02, 5.64e+02, 4.81e+02, 5.55e+02, 5.74e+02, 5.74e+02, 4.80e+02, 5.44e+02, 5.28e+02, 5.33e+02, 5.75e+02, 4.80e+02, 5.77e+02, 5.18e+02, 4.80e+02, 5.34e+02, 5.67e+02, 5.80e+02, 5.21e+02, 5.13e+02, 5.74e+02, 5.63e+02, 5.63e+02
Function error values when FEs = 100000 , 4.80e+02, 5.25e+02, 5.75e+02, 5.11e+02, 5.27e+02, 5.27e+02, 5.48e+02, 5.27e+02, 5.54e+02, 5.29e+02, 4.80e+02, 5.52e+02, 5.34e+02, 5.29e+02, 5.63e+02, 5.21e+02, 5.12e+02, 5.20e+02, 5.45e+02, 5.53e+02, 4.60e+02, 5.39e+02, 5.50e+02, 4.82e+02, 5.28e+02, 5.54e+02, 4.92e+02, 5.43e+02, 5.31e+02, 5.64e+02, 4.81e+02, 5.55e+02, 5.74e+02, 5.47e+02, 4.80e+02, 5.44e+02, 5.28e+02, 5.28e+02, 5.28e+02, 4.80e+02, 5.47e+02, 5.18e+02, 4.80e+02, 5.34e+02, 5.46e+02, 5.66e+02, 5.21e+02, 5.13e+02, 5.74e+02, 5.40e+02, 5.42e+02
Function error values when FEs = 150000 , 4.80e+02, 5.25e+02, 5.32e+02, 5.11e+02, 5.27e+02, 5.27e+02, 5.45e+02, 5.27e+02, 5.16e+02, 5.29e+02, 4.80e+02, 5.28e+02, 5.30e+02, 5.29e+02, 5.52e+02, 5.21e+02, 5.12e+02, 5.20e+02, 5.44e+02, 5.29e+02, 4.60e+02, 5.38e+02, 5.43e+02, 4.82e+02, 5.28e+02, 5.54e+02, 4.92e+02, 5.36e+02, 5.30e+02, 5.36e+02, 4.81e+02, 5.55e+02, 5.52e+02, 5.31e+02, 4.80e+02, 5.13e+02, 5.28e+02, 5.28e+02, 5.28e+02, 4.80e+02, 5.32e+02, 5.18e+02, 4.80e+02, 5.34e+02, 5.39e+02, 5.60e+02, 5.21e+02, 5.13e+02, 5.74e+02, 5.28e+02, 5.30e+02
Function error values when FEs = 200000 , 4.80e+02, 5.25e+02, 5.21e+02, 5.11e+02, 5.27e+02, 5.27e+02, 5.41e+02, 5.27e+02, 4.62e+02, 5.29e+02, 4.80e+02, 5.28e+02, 5.29e+02, 5.29e+02, 5.46e+02, 5.21e+02, 5.12e+02, 5.20e+02, 5.33e+02, 5.29e+02, 4.60e+02, 5.37e+02, 5.39e+02, 4.82e+02, 5.28e+02, 5.54e+02, 4.92e+02, 5.32e+02, 5.30e+02, 5.27e+02, 4.81e+02, 5.29e+02, 5.52e+02, 5.27e+02, 4.80e+02, 4.80e+02, 5.28e+02, 5.28e+02, 5.28e+02, 4.80e+02, 5.24e+02, 5.18e+02, 4.80e+02, 5.33e+02, 5.33e+02, 5.59e+02, 5.21e+02, 5.13e+02, 5.74e+02, 5.22e+02, 5.30e+02
Function error values when FEs = 250000 , 4.80e+02, 5.25e+02, 5.21e+02, 5.11e+02, 5.27e+02, 5.26e+02, 5.39e+02, 5.27e+02, 4.62e+02, 5.29e+02, 4.80e+02, 5.28e+02, 5.28e+02, 5.29e+02, 5.42e+02, 5.21e+02, 5.12e+02, 5.20e+02, 5.30e+02, 5.29e+02, 4.60e+02, 5.37e+02, 5.36e+02, 4.82e+02, 4.80e+02, 5.30e+02, 4.92e+02, 5.31e+02, 5.30e+02, 5.24e+02, 4.81e+02, 5.26e+02, 5.52e+02, 5.26e+02, 4.80e+02, 4.80e+02, 5.28e+02, 5.28e+02, 5.28e+02, 4.80e+02, 5.21e+02, 5.18e+02, 4.80e+02, 5.28e+02, 5.27e+02, 5.59e+02, 5.21e+02, 5.13e+02, 5.74e+02, 5.22e+02, 5.30e+02
Function error values when FEs = 300000 , 4.80e+02, 5.25e+02, 5.21e+02, 5.11e+02, 5.27e+02, 5.25e+02, 5.39e+02, 5.27e+02, 4.62e+02, 5.29e+02, 4.80e+02, 5.28e+02, 5.28e+02, 5.29e+02, 5.39e+02, 5.21e+02, 5.12e+02, 5.20e+02, 5.30e+02, 5.29e+02, 4.60e+02, 5.37e+02, 5.36e+02, 4.82e+02, 4.80e+02, 5.30e+02, 4.92e+02, 5.30e+02, 5.30e+02, 5.22e+02, 4.81e+02, 4.78e+02, 5.52e+02, 5.24e+02, 4.80e+02, 4.80e+02, 5.28e+02, 5.28e+02, 5.26e+02, 4.80e+02, 5.21e+02, 5.18e+02, 4.80e+02, 5.28e+02, 5.21e+02, 5.59e+02, 5.21e+02, 5.13e+02, 5.73e+02, 5.22e+02, 5.30e+02
