MOS-SOCO2011_22_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 7.64e+03, 5.82e+03, 6.80e+03, 5.55e+03, 6.17e+03, 5.83e+03, 7.04e+03, 7.08e+03, 6.35e+03, 6.21e+03, 6.24e+03, 7.79e+03, 7.31e+03, 5.99e+03, 6.61e+03, 5.63e+03, 7.83e+03, 6.45e+03, 7.23e+03, 5.70e+03, 6.32e+03, 6.24e+03, 7.08e+03, 7.22e+03, 6.61e+03, 6.22e+03, 7.15e+03, 6.41e+03, 6.23e+03, 6.63e+03, 5.98e+03, 6.13e+03, 6.43e+03, 7.71e+03, 6.12e+03, 5.84e+03, 6.90e+03, 6.04e+03, 6.94e+03, 5.89e+03, 7.24e+03, 6.25e+03, 7.03e+03, 5.78e+03, 5.51e+03, 6.01e+03, 6.44e+03, 6.61e+03, 6.39e+03, 6.08e+03, 6.78e+03
Function error values when FEs = 10000 , 7.52e+03, 5.62e+03, 6.62e+03, 5.39e+03, 6.07e+03, 5.69e+03, 6.92e+03, 6.81e+03, 5.75e+03, 6.10e+03, 5.98e+03, 7.60e+03, 6.96e+03, 5.46e+03, 6.43e+03, 5.53e+03, 7.75e+03, 5.79e+03, 6.80e+03, 5.14e+03, 6.16e+03, 6.14e+03, 6.99e+03, 6.93e+03, 6.55e+03, 5.88e+03, 6.99e+03, 6.05e+03, 6.14e+03, 6.44e+03, 5.77e+03, 5.57e+03, 6.18e+03, 7.57e+03, 5.93e+03, 5.37e+03, 6.81e+03, 5.85e+03, 6.77e+03, 5.77e+03, 2.37e+03, 6.02e+03, 6.53e+03, 5.22e+03, 5.10e+03, 5.67e+03, 6.30e+03, 5.88e+03, 6.03e+03, 5.68e+03, 6.24e+03
Function error values when FEs = 15000 , 7.52e+03, 5.62e+03, 6.62e+03, 5.39e+03, 6.07e+03, 5.69e+03, 6.92e+03, 6.81e+03, 5.75e+03, 6.10e+03, 5.98e+03, 7.60e+03, 6.96e+03, 5.46e+03, 6.43e+03, 5.53e+03, 7.75e+03, 5.58e+03, 6.80e+03, 5.14e+03, 6.16e+03, 6.14e+03, 6.99e+03, 6.93e+03, 6.55e+03, 5.88e+03, 6.99e+03, 5.98e+03, 6.14e+03, 6.04e+03, 5.77e+03, 5.23e+03, 6.07e+03, 7.57e+03, 5.93e+03, 5.37e+03, 6.81e+03, 5.85e+03, 6.77e+03, 5.77e+03, 1.10e+03, 6.02e+03, 6.53e+03, 5.22e+03, 5.10e+03, 5.58e+03, 6.30e+03, 5.88e+03, 6.03e+03, 5.68e+03, 6.24e+03
Function error values when FEs = 25000 , 7.52e+03, 5.62e+03, 6.62e+03, 5.39e+03, 6.07e+03, 5.69e+03, 6.92e+03, 6.81e+03, 5.75e+03, 6.10e+03, 5.89e+03, 7.60e+03, 6.96e+03, 5.46e+03, 6.43e+03, 5.53e+03, 7.75e+03, 5.54e+03, 6.57e+03, 5.14e+03, 6.16e+03, 6.14e+03, 6.99e+03, 6.93e+03, 6.55e+03, 5.88e+03, 6.99e+03, 5.87e+03, 6.14e+03, 5.95e+03, 5.77e+03, 5.17e+03, 6.04e+03, 7.55e+03, 5.93e+03, 5.37e+03, 6.81e+03, 5.85e+03, 6.77e+03, 5.77e+03, 2.90e+02, 6.02e+03, 6.53e+03, 5.16e+03, 5.10e+03, 5.56e+03, 6.21e+03, 5.88e+03, 6.03e+03, 5.68e+03, 6.05e+03
Function error values when FEs = 50000 , 6.36e+03, 5.62e+03, 6.62e+03, 5.39e+03, 6.07e+03, 5.69e+03, 6.92e+03, 6.80e+03, 5.75e+03, 5.54e+03, 5.83e+03, 7.60e+03, 6.94e+03, 5.46e+03, 6.43e+03, 5.53e+03, 7.73e+03, 5.54e+03, 6.48e+03, 5.14e+03, 6.16e+03, 6.14e+03, 6.99e+03, 6.40e+03, 6.55e+03, 5.88e+03, 6.99e+03, 5.82e+03, 6.06e+03, 5.88e+03, 5.77e+03, 5.16e+03, 5.47e+03, 7.02e+03, 5.93e+03, 5.37e+03, 6.44e+03, 5.85e+03, 6.77e+03, 5.77e+03, 1.00e+02, 6.02e+03, 6.53e+03, 4.93e+03, 4.63e+03, 5.56e+03, 6.07e+03, 5.88e+03, 5.89e+03, 5.68e+03, 6.05e+03
Function error values when FEs = 100000 , 5.84e+03, 5.62e+03, 6.42e+03, 5.39e+03, 6.07e+03, 5.66e+03, 5.83e+03, 6.80e+03, 5.75e+03, 5.46e+03, 5.74e+03, 6.80e+03, 6.49e+03, 5.46e+03, 6.43e+03, 5.53e+03, 5.70e+03, 5.54e+03, 6.47e+03, 5.14e+03, 6.16e+03, 5.34e+03, 5.57e+03, 6.37e+03, 6.55e+03, 5.71e+03, 4.48e+03, 5.82e+03, 6.06e+03, 5.85e+03, 5.77e+03, 5.13e+03, 5.41e+03, 7.00e+03, 5.78e+03, 5.37e+03, 6.26e+03, 5.85e+03, 6.59e+03, 5.57e+03, 1.00e+02, 6.02e+03, 4.57e+03, 4.93e+03, 4.59e+03, 5.56e+03, 6.07e+03, 5.88e+03, 5.80e+03, 5.68e+03, 6.01e+03
Function error values when FEs = 150000 , 5.68e+03, 5.62e+03, 6.26e+03, 5.36e+03, 5.51e+03, 5.48e+03, 5.75e+03, 6.80e+03, 3.69e+03, 5.46e+03, 5.71e+03, 5.78e+03, 6.15e+03, 5.46e+03, 5.88e+03, 5.53e+03, 5.67e+03, 5.54e+03, 6.47e+03, 5.14e+03, 6.16e+03, 4.33e+03, 4.58e+03, 6.28e+03, 5.40e+03, 5.19e+03, 4.48e+03, 5.82e+03, 4.83e+03, 5.83e+03, 5.77e+03, 5.13e+03, 5.37e+03, 6.84e+03, 5.75e+03, 5.37e+03, 5.95e+03, 5.85e+03, 5.92e+03, 5.42e+03, 1.00e+02, 5.32e+03, 4.47e+03, 4.93e+03, 4.59e+03, 5.56e+03, 6.07e+03, 5.06e+03, 5.80e+03, 5.31e+03, 6.01e+03
Function error values when FEs = 200000 , 5.63e+03, 5.12e+03, 6.07e+03, 5.20e+03, 4.98e+03, 5.43e+03, 5.65e+03, 6.80e+03, 3.69e+03, 5.46e+03, 5.70e+03, 5.65e+03, 6.06e+03, 5.46e+03, 5.76e+03, 5.53e+03, 5.66e+03, 5.54e+03, 6.47e+03, 4.98e+03, 6.16e+03, 3.97e+03, 4.48e+03, 6.28e+03, 5.40e+03, 5.04e+03, 4.48e+03, 4.46e+03, 4.82e+03, 5.83e+03, 5.65e+03, 5.13e+03, 5.33e+03, 6.64e+03, 5.31e+03, 4.76e+03, 5.80e+03, 5.80e+03, 5.91e+03, 5.37e+03, 1.00e+02, 5.06e+03, 4.47e+03, 4.93e+03, 4.59e+03, 5.34e+03, 6.07e+03, 5.00e+03, 5.80e+03, 5.20e+03, 6.01e+03
Function error values when FEs = 250000 , 5.48e+03, 4.74e+03, 6.06e+03, 5.12e+03, 4.74e+03, 5.43e+03, 5.65e+03, 6.75e+03, 3.69e+03, 5.46e+03, 5.70e+03, 5.31e+03, 5.95e+03, 5.46e+03, 5.64e+03, 5.53e+03, 5.65e+03, 5.14e+03, 6.47e+03, 4.76e+03, 6.16e+03, 3.97e+03, 4.48e+03, 6.27e+03, 5.40e+03, 5.01e+03, 4.48e+03, 4.46e+03, 4.82e+03, 5.57e+03, 5.53e+03, 5.13e+03, 5.30e+03, 6.29e+03, 5.11e+03, 4.76e+03, 5.80e+03, 5.62e+03, 5.86e+03, 5.25e+03, 1.00e+02, 5.02e+03, 4.47e+03, 4.93e+03, 4.59e+03, 5.25e+03, 6.07e+03, 5.00e+03, 5.80e+03, 5.07e+03, 6.01e+03
Function error values when FEs = 300000 , 5.48e+03, 4.74e+03, 6.06e+03, 5.11e+03, 4.63e+03, 5.43e+03, 5.48e+03, 6.75e+03, 3.69e+03, 5.44e+03, 5.70e+03, 5.15e+03, 5.95e+03, 5.46e+03, 5.62e+03, 5.53e+03, 5.64e+03, 5.09e+03, 6.47e+03, 4.76e+03, 5.99e+03, 3.97e+03, 4.48e+03, 6.26e+03, 5.40e+03, 4.93e+03, 4.48e+03, 4.46e+03, 4.82e+03, 5.18e+03, 5.53e+03, 5.13e+03, 5.28e+03, 6.21e+03, 5.06e+03, 4.76e+03, 5.78e+03, 5.50e+03, 5.86e+03, 5.24e+03, 1.00e+02, 5.02e+03, 4.47e+03, 4.93e+03, 4.59e+03, 5.23e+03, 6.07e+03, 5.00e+03, 5.80e+03, 5.03e+03, 6.01e+03
